Technology and choices that may DECREASE future impacts of transportation,What is the future of transportation?,68830_EU_08_02b.html,ee6a05af481c4308a6a022945db2034e,EnvironmentalScience,b74926a8-3534-4000-adca-fc70220535e0,09b9ef3a-d872-41ff-b102-57da74e5c0f1,bee6a05af481c4308a6a022945db2034e,,
Technology and choices that may INCREASE future impacts of heating cooling and cooking,"What is the future of cooking, heating, and cooling?",68830_EU_08_03a.html,36f44bf63e2e4f808c91cdc6bebc6be0,EnvironmentalScience,04FC773C-4569-43A9-8DF4-4A8F3DBE2585,65741b86-eaf5-442b-8c6f-24838f139b44,b36f44bf63e2e4f808c91cdc6bebc6be0,,
"Technology and choices that may DECREASE future impacts of heating, cooling, and cooking","What is the future of cooking, heating, and cooling?",68830_EU_08_03b.html,fad77c77be1a4c95bf63f5110d48553c,EnvironmentalScience,04FC773C-4569-43A9-8DF4-4A8F3DBE2585,edecf39f-0570-4647-aa98-8b53a5b06a7b,bfad77c77be1a4c95bf63f5110d48553c,,
Technology and choices that may INCREASE future impacts of electricity use ,What is the future of electricity?,68830_EU_08_04a.html,b40808a6d81644879605f51653ae707a,EnvironmentalScience,24FF9809-A53E-45CE-9C54-C78BE40EE302,c78a5fc9-a27d-4834-91d9-b57bd9e62b07,bb40808a6d81644879605f51653ae707a,,
Technology and choices that may DECREASE future impacts of electricity use,What is the future of electricity?,68830_EU_08_04b.html,46d6d3bc3a9f492db86fcf3af161fa67,EnvironmentalScience,24FF9809-A53E-45CE-9C54-C78BE40EE302,a199a3d1-6b29-49e0-b96b-e476b54f4430,b46d6d3bc3a9f492db86fcf3af161fa67,,
Fossil fuels were formed over millions of years ,How are fossil fuels formed?,68830_NE_01_01.html,0ebb75eb0f784ad68d4b5d5c84d23823,EnvironmentalScience,5568779b-b370-4559-8550-86272c04ede2,8ab96b9c-59e4-4854-8418-2b5c85b2ba32,b0ebb75eb0f784ad68d4b5d5c84d23823,,
Some impacts of OIL PRODUCTION,What are the environmental impacts of oil production and consumption?,68830_NE_02_03a.html,56a9d63b98134f34802faf136e894f37,EnvironmentalScience,29858221-FEE4-492A-9E49-FB75D2C365D6,e54cb848-df77-424e-9cfd-03d151a84bdf,b56a9d63b98134f34802faf136e894f37,,
Some impacts of OIL CONSUMPTION,What are the environmental impacts of oil production and consumption?,68830_NE_02_03b.html,69c6d2644c36461a99b1cea9b9a8ce86,EnvironmentalScience,29858221-FEE4-492A-9E49-FB75D2C365D6,e0fb6e1b-7270-4ded-8385-946f034cf6a1,b69c6d2644c36461a99b1cea9b9a8ce86,,
Some impacts of COAL PRODUCTION,What are the environmental impacts of coal production and consumption?,68830_NE_03_03a.html,ce9b815e3ea144c490c9bb356c00b200,EnvironmentalScience,0065E528-9484-4A02-9864-9011DFD682ED,68952e34-3c1a-460c-b95b-ca5ecf3c085d,bce9b815e3ea144c490c9bb356c00b200,,
Some impacts of COAL CONSUMPTION,What are the environmental impacts of coal production and consumption?,68830_NE_03_03b.html,f08472bc77b74c5aaebb019df3b00edc,EnvironmentalScience,0065E528-9484-4A02-9864-9011DFD682ED,a798306d-5523-4936-a484-e8a424b811db,bf08472bc77b74c5aaebb019df3b00edc,,
Some impacts of NATURAL GAS PRODUCTION,What are the environmental impacts of natural gas production and consumption?,68830_NE_04_03a.html,5cadd3cae73f45fab8e87d6781fef92b,EnvironmentalScience,5D6AFE90-B3FC-4EB9-9EBA-7ADE83D2846E,842d238f-d18e-41a3-9b71-87f5f86a2af4,b5cadd3cae73f45fab8e87d6781fef92b,,
Some impacts of NATURAL GAS CONSUMPTION,What are the environmental impacts of natural gas production and consumption?,68830_NE_04_03b.html,563c037d02f04dce91f706630ec5807b,EnvironmentalScience,5D6AFE90-B3FC-4EB9-9EBA-7ADE83D2846E,d7a8b975-e5d9-4ec0-ae6d-b1ff2d72a424,b563c037d02f04dce91f706630ec5807b,,
A nuclear fission reaction,Where does nuclear energy come from?,68830_NE_06_01.html,c9021b5ced0e4bd885033c83d593a570,EnvironmentalScience,a696e79e-ca1a-4345-8347-64f698af6910,40997503-7c3a-430e-8e04-aba070e0bc60,bc9021b5ced0e4bd885033c83d593a570,,
How nuclear fuel is made from uranium,How do we get nuclear fuel?,68830_NE_06_03.html,f285e55b9e444c07bcdf4ac79729bb7f,EnvironmentalScience,27de9ff9-ef1c-487d-ba7b-79d606732c61,f479b646-b474-482f-b8ca-a316c1855522,bf285e55b9e444c07bcdf4ac79729bb7f,,
How a nuclear reactor works,How do nuclear reactors work?,68830_NE_06_04.html,4d9212f463a644dd8261b1b414b6c95a,EnvironmentalScience,797f03c1-0006-4197-99b2-b0beb3f450f6,d2f498c7-6697-4b71-a72f-03df91e5af69,b4d9212f463a644dd8261b1b414b6c95a,,
Some impacts of NUCLEAR ENERGY PRODUCTION,What are the environmental impacts of nuclear energy?,68830_NE_06_05.html,5dbc93dc44074b47b6f549c99c5c7be3,EnvironmentalScience,258f9f83-3c69-4a2b-b21e-878fb452d796,61b1b4d4-f26f-4bae-a7bf-ac303424c629,b5dbc93dc44074b47b6f549c99c5c7be3,,
